short_name,long_name,nationality_name,overall,age,player_positions,club_name,cluster,cluster_name,pace,shooting,passing,dribbling,defending,physic
A. Kayombo,Axel Kayombo,France,64,19,"LW, ST, LM",SK Sturm Graz,0,Pacey Dribbler,75.0,60.0,57.0,64.0,26.0,51.0
Lee Jung Taek,Jung-taek Lee이정택,Korea Republic,65,27,"CB, RB, LB, RM",Gimcheon Sangmu FC,3,Defensive Anchor II,85.0,26.0,43.0,49.0,63.0,74.0
Hugo Pérez,Hugo Pérez Balderas,Spain,63,22,CB,SD Huesca,3,Defensive Anchor II,61.0,41.0,48.0,49.0,62.0,66.0
K. Ehlers,Kevin Ehlers,Germany,67,24,CB,Eintracht Braunschweig,3,Defensive Anchor II,65.0,29.0,50.0,52.0,68.0,68.0
Choi Geon Ju,Geon-joo Choi최건주,Korea Republic,63,26,"LM, LW, ST",Daejeon Citizen,0,Pacey Dribbler,86.0,56.0,50.0,65.0,22.0,61.0
A. Pantazopoulos,Anthony Pantazopoulos,Australia,63,22,"CB, LB, RB",Western Sydney Wanderers,3,Defensive Anchor II,64.0,36.0,49.0,50.0,60.0,77.0
Carlos Delgado,Carlos Javier Delgado Rodríguez,Spain,63,35,CB,Odisha FC,3,Defensive Anchor II,39.0,36.0,49.0,50.0,66.0,65.0
A. Olsen,Aaron Kiil Olsen,Norway,65,24,CB,Vålerenga Fotball,3,Defensive Anchor II,75.0,28.0,45.0,53.0,64.0,72.0
M. Caputo,Max Caputo,Australia,60,19,ST,Melbourne City FC,5,Target Striker,69.0,58.0,50.0,55.0,30.0,63.0
G. Rapp,Gottfrid Rapp,Sweden,61,19,"RW, RB, RM",IF Elfsborg,0,Pacey Dribbler,73.0,52.0,57.0,59.0,38.0,56.0
L. Rodriguez,Laureano Agustín Rodríguez Funes,Argentina,61,22,"CDM, CB, CM",Independiente Rivadavia,3,Defensive Anchor II,48.0,40.0,55.0,57.0,59.0,64.0
M. Müller,Marcus Müller,Germany,62,22,ST,Holstein Kiel,5,Target Striker,56.0,62.0,45.0,57.0,34.0,75.0
O. Uddenäs,Fredrik Oscar Olle Uddenäs,Sweden,63,22,"RW, LW, LM, RM",Östers IF,0,Pacey Dribbler,75.0,57.0,61.0,64.0,26.0,57.0
S. Bakış,Sinan Bakış,Türkiye,64,31,ST,Real Zaragoza,5,Target Striker,36.0,71.0,54.0,56.0,28.0,65.0
L. Mühl,Lukas Mühl,Germany,64,28,CB,FC Winterthur,3,Defensive Anchor II,59.0,37.0,50.0,55.0,62.0,68.0
Jeremy,Jeremy Alberto Arévalo Mera,Spain,62,20,"ST, CAM",Racing Santander,0,Pacey Dribbler,74.0,63.0,49.0,61.0,24.0,52.0
E. Maddy,Eros Horatio Emmanuel Maddy,Netherlands,63,24,"RM, ST, RW",Stade Lavallois Mayenne FC,0,Pacey Dribbler,84.0,56.0,53.0,66.0,26.0,49.0
Víctor Muñoz,Víctor Muñoz Villanueva,Spain,65,21,"LW, CAM, LM",CA Osasuna,0,Pacey Dribbler,72.0,61.0,60.0,66.0,26.0,39.0
D. Nlundulu,Dan Nlundulu,England,61,26,ST,St. Mirren,5,Target Striker,68.0,58.0,46.0,60.0,23.0,76.0
T. Lees,Thomas James Lees,England,65,34,CB,Peterborough United,3,Defensive Anchor II,50.0,36.0,49.0,55.0,66.0,71.0
M. Di Benedetto,Matías Ezequiel Di Benedetto Mazzei,Argentina,70,32,CB,Universitario de Deportes,3,Defensive Anchor II,43.0,35.0,49.0,41.0,72.0,71.0
S. El Jebari,Salim El Jebariساليم الجباري,Morocco,65,21,"LW, ST, LM",CD Mirandés,0,Pacey Dribbler,73.0,57.0,59.0,67.0,24.0,50.0
Bomba,Marc Bombardó Poyato,Spain,63,19,CB,FC Andorra,3,Defensive Anchor II,66.0,31.0,51.0,53.0,63.0,62.0
D. McNeilly,Donnell McNeilly,England,62,19,ST,Wycombe Wanderers,5,Target Striker,77.0,61.0,46.0,59.0,23.0,61.0
M. Cinan,Muharrem Cinan,Türkiye,60,27,"LB, LM",Kocaelispor,1,Defensive Anchor,78.0,42.0,48.0,58.0,54.0,55.0
T. Freriks,Tim Freriks,Netherlands,63,26,ST,Viborg FF,5,Target Striker,70.0,62.0,50.0,60.0,22.0,64.0
Marvel,Marvelous Antolín Garzónمارفيلوس أنتولين غارزون,Spain,63,22,"CB, LB",CD Leganés,3,Defensive Anchor II,64.0,33.0,51.0,52.0,60.0,70.0
K. Okpala,Kennedy Onyedika Okpala,Germany,62,20,"ST, RM, CAM",SV Waldhof Mannheim,5,Target Striker,81.0,59.0,44.0,65.0,28.0,59.0
R. Rosario,Rayvien Rosario,Curacao,60,21,"LM, RM, CAM, LW",Excelsior,0,Pacey Dribbler,74.0,53.0,54.0,63.0,31.0,54.0
K. Hemmings,Kane Ruudi Hemmings,England,60,33,ST,Barrow,5,Target Striker,64.0,59.0,51.0,58.0,28.0,61.0
V. Lässig,Valentin Lässig,Germany,62,22,"CDM, CB, CM",TSG 1899 Hoffenheim II,3,Defensive Anchor II,62.0,39.0,54.0,52.0,61.0,61.0
K. Franklin,Kobe Lloyd Franklin,Canada,62,22,"RB, RM, RW",Toronto FC,1,Defensive Anchor,69.0,33.0,54.0,61.0,60.0,49.0
T. Sandoval,Tomás David Sandoval,Argentina,65,26,ST,Atlético Grau,5,Target Striker,66.0,63.0,45.0,64.0,29.0,68.0
B. Owusu,Beres Owusu,France,62,21,"CB, RB",Grazer AK 1902,3,Defensive Anchor II,61.0,40.0,51.0,53.0,62.0,60.0
K. Uchino,Kotaro Uchino,Japan,62,21,ST,Brøndby IF,5,Target Striker,73.0,62.0,54.0,62.0,20.0,58.0
J. Yfeko,Johnly Levi Yfeko,England,63,22,"CB, LB, LM",Exeter City,3,Defensive Anchor II,70.0,34.0,50.0,57.0,60.0,68.0
Fabio Blanco,Fabio Blanco Gómez,Spain,64,21,"RM, LM, RW",Vitória SC,0,Pacey Dribbler,69.0,57.0,60.0,67.0,28.0,45.0
K. Antonio,Kyllian Anderson Antonio,France,64,17,CB,RC Lens,3,Defensive Anchor II,63.0,37.0,52.0,54.0,64.0,62.0
Marco Moreno,Marco Moreno Ojeda,Spain,68,24,CB,SD Eibar,3,Defensive Anchor II,61.0,33.0,47.0,52.0,66.0,74.0
L. Lissens,Lucas Jozef Lissens,Belgium,66,23,CB,Randers FC,3,Defensive Anchor II,66.0,27.0,50.0,55.0,65.0,68.0
R. Degregorio,Ramiro Matías Degregorio,Argentina,64,22,"RW, RM",Racing Club,0,Pacey Dribbler,72.0,54.0,56.0,70.0,30.0,40.0
D. Nemeth,David Nemeth,Austria,71,24,CB,FC St. Pauli,3,Defensive Anchor II,58.0,29.0,47.0,51.0,71.0,80.0
Guillem Molina,Guillem Molina Gutiérrez,Spain,67,25,"RB, CB, LB, RM",AVS Futebol SAD,3,Defensive Anchor II,65.0,31.0,52.0,49.0,67.0,62.0
E. Flataker,Erik Flataker,Norway,63,20,ST,AIK,5,Target Striker,72.0,63.0,51.0,62.0,18.0,57.0
J. Bultel,Joffrey Bultel,France,63,25,"CDM, CM",US Boulogne Cote d'Opale,3,Defensive Anchor II,56.0,40.0,57.0,56.0,59.0,61.0
M. Lambourde,Mathis Thierry Lambourde Frontier,France,64,19,"RM, RW",Reggiana,0,Pacey Dribbler,78.0,61.0,56.0,68.0,21.0,50.0
J. Marchio,Julián Marchio,Argentina,61,24,CB,Club Atlético San Martín,3,Defensive Anchor II,60.0,42.0,43.0,42.0,62.0,65.0
M. Erlić,Martin Erlić,Croatia,72,27,CB,FC Midtjylland,3,Defensive Anchor II,56.0,35.0,46.0,53.0,73.0,72.0
N. Herrera,Nahuel Herrera Viera,Uruguay,68,20,CB,Peñarol,3,Defensive Anchor II,61.0,34.0,41.0,43.0,71.0,70.0
L. Wolf,Lucas Mika Wolf,Germany,62,23,"CAM, CM",Viktoria Köln,0,Pacey Dribbler,71.0,47.0,57.0,67.0,43.0,41.0
D. Bennie,Daniel Ian Bennie,Australia,62,19,"RM, LM, ST, RW",Queens Park Rangers,0,Pacey Dribbler,72.0,59.0,55.0,64.0,21.0,55.0
F. Alarcón,Fernando Rubén Alarcón,Argentina,72,31,CB,Instituto Atlético Central Córdoba,3,Defensive Anchor II,55.0,33.0,45.0,36.0,73.0,79.0
T. Dago,Trévis Dago,France,63,20,"ST, CAM",Lille OSC,5,Target Striker,74.0,64.0,46.0,63.0,18.0,59.0
R. Vučić,Romeo Vučić,Austria,62,22,ST,FK Austria Wien,5,Target Striker,62.0,62.0,48.0,61.0,19.0,65.0
A. Lapage,Amando Lapage,Belgium,62,20,CB,KVC Westerlo,3,Defensive Anchor II,64.0,38.0,41.0,48.0,62.0,70.0
Toni Fernández,Antonio Fernández Casino,Spain,64,16,"RW, RM",FC Barcelona,0,Pacey Dribbler,74.0,59.0,58.0,66.0,23.0,49.0
V. Adamo,Valentín Nicolás Adamo Reyes,Uruguay,63,23,ST,Boston River,5,Target Striker,64.0,61.0,55.0,51.0,26.0,64.0
R. Atkinson,Robert Philip Atkinson,England,71,26,CB,Bristol City,3,Defensive Anchor II,60.0,25.0,49.0,57.0,71.0,78.0
D. Konadu,Don-Angelo Christoffel Annum-Assamoah Konadu,Netherlands,63,19,ST,Ajax,5,Target Striker,73.0,60.0,48.0,63.0,25.0,59.0
Evandro,Evandro da Silva,Brazil,61,28,ST,Jeju United FC,5,Target Striker,69.0,60.0,44.0,62.0,26.0,60.0
Matheus Nascimento,Matheus Nascimento de Paula,Brazil,63,21,ST,LA Galaxy,5,Target Striker,54.0,67.0,50.0,60.0,27.0,59.0
J. Bamert,Jan Alexandre Bamert,Switzerland,65,27,"CB, RB",FC Thun,3,Defensive Anchor II,54.0,32.0,50.0,57.0,66.0,67.0
Diego Murillo,Diego Murillo Dominguez,Spain,63,24,"RB, CB, LB",Málaga CF,3,Defensive Anchor II,60.0,34.0,48.0,52.0,65.0,65.0
Dani Barcia,Daniel Barcia Rama,Spain,67,22,CB,RC Deportivo de La Coruña,3,Defensive Anchor II,60.0,43.0,45.0,56.0,67.0,62.0
Omar Falah,Omar Falah Ruiz,Spain,60,21,"LB, LM",Real Oviedo,0,Pacey Dribbler,69.0,45.0,51.0,58.0,55.0,46.0
Arnau Solà,Arnau Solà Mateu,Spain,66,22,"LB, LM",FC Arouca,3,Defensive Anchor II,56.0,26.0,53.0,57.0,67.0,57.0
D. De Roeve,Denzel De Roeve,Belgium,62,20,"RB, RM",SK Brann,3,Defensive Anchor II,66.0,31.0,51.0,58.0,59.0,67.0
F. Thorvaldsen,Filip Erik Thorvaldsen,Norway,61,19,"RM, LM, RW",Vålerenga Fotball,0,Pacey Dribbler,80.0,55.0,54.0,66.0,26.0,48.0
Miguel Nóbrega,Miguel Raimundo Nóbrega,Portugal,66,25,CB,Vitória SC,3,Defensive Anchor II,56.0,36.0,46.0,47.0,65.0,75.0
Y. Subaşı,Karahan Yasir Subaşı,Türkiye,61,29,"LB, LM",Konyaspor,3,Defensive Anchor II,70.0,36.0,45.0,57.0,58.0,64.0
O. Steurer,Oliver Steurer,Germany,66,30,CB,SV Ried,3,Defensive Anchor II,64.0,34.0,49.0,47.0,64.0,75.0
P. Besong,Paul-Philipp Besong,Germany,63,24,ST,SSV Ulm 1846,5,Target Striker,77.0,58.0,42.0,67.0,29.0,65.0
I. Ramírez,Iván Ramírez,Paraguay,60,21,"ST, RW",Guaraní,5,Target Striker,62.0,60.0,49.0,58.0,26.0,62.0
O. Naasei Oppong,Oscar Naasei Oppong,Ghana,61,20,"CB, RB",Granada CF,3,Defensive Anchor II,59.0,45.0,50.0,48.0,63.0,61.0
S. Akaydın,Samet Akaydın,Türkiye,70,31,CB,Çaykur Rizespor,3,Defensive Anchor II,55.0,37.0,43.0,48.0,70.0,76.0
Y. Severin,Yoan Severin,France,68,28,"CB, LB",Servette FC,3,Defensive Anchor II,65.0,27.0,50.0,51.0,67.0,77.0
L. Quattrocchi,Lleyton Quattrocchi,Australia,63,33,CB,Western United,3,Defensive Anchor II,33.0,31.0,56.0,59.0,62.0,74.0
R. Profini,Rafael Profini,Argentina,64,21,"CDM, CB, CM",Club Atlético Unión,3,Defensive Anchor II,66.0,31.0,50.0,49.0,64.0,70.0
Yeon Je Woon,Je-woon Yeon연제운 延济运,Korea Republic,63,30,"CB, CDM, CM",Jeonbuk Hyundai Motors,3,Defensive Anchor II,67.0,31.0,49.0,49.0,63.0,71.0
Leonardo Rocha,Leonardo Miramar Rocha,Portugal,68,28,ST,Zagłębie Lubin,5,Target Striker,52.0,69.0,50.0,62.0,21.0,74.0
N. Hoffmann,Niklas Hoffmann,Germany,63,28,"CB, CDM, CM",SV Waldhof Mannheim,3,Defensive Anchor II,38.0,36.0,51.0,53.0,61.0,73.0
P. Peter,Prosper Peter,France,63,17,"ST, CAM",Angers SCO,0,Pacey Dribbler,54.0,65.0,50.0,64.0,32.0,50.0
M. Knoester,Mats Knoester,Netherlands,67,26,CB,Aberdeen,3,Defensive Anchor II,63.0,29.0,49.0,55.0,65.0,77.0
S. Renders,Semm Renders,Belgium,62,17,"RB, RM",Royal Antwerp FC,1,Defensive Anchor,73.0,30.0,55.0,64.0,57.0,56.0
M. Moerstedt,Max Moerstedt,Germany,67,19,ST,TSG 1899 Hoffenheim,5,Target Striker,61.0,66.0,46.0,62.0,30.0,61.0
L. Robinson,Luke James Robinson,Scotland,62,23,"LB, LM, CB, LW",Wigan Athletic,3,Defensive Anchor II,73.0,32.0,50.0,52.0,58.0,67.0
N. Möller,Nikolaj Duus Möller,Sweden,63,22,ST,Dundee United FC,5,Target Striker,54.0,62.0,49.0,61.0,29.0,68.0
D. Mokwa,David Mokwa Ngabi Ntusu,France,64,21,ST,TSG 1899 Hoffenheim,0,Pacey Dribbler,67.0,64.0,47.0,64.0,27.0,51.0
S. Bojadžić,Sanel Bojadžić,Germany,64,26,"ST, CAM",Bryne FK,5,Target Striker,68.0,63.0,49.0,62.0,22.0,62.0
J. Panoš,Jiří Panoš,Czechia,63,17,"CAM, RW, CM",Viktoria Plzeň,0,Pacey Dribbler,72.0,52.0,63.0,67.0,24.0,47.0
E. Agyemang,Emmanuel Ofori Agyemang,Ghana,63,21,"CAM, CM",Wolfsberger AC,0,Pacey Dribbler,64.0,56.0,60.0,64.0,32.0,54.0
P. Ouaneh,Peter Ouaneh,France,66,27,CB,Stade Lavallois Mayenne FC,3,Defensive Anchor II,63.0,30.0,47.0,45.0,65.0,79.0
S. Al Najdi,Salem Abdullah Salem Al Najdiسالم عبدالله النجدي,Saudi Arabia,63,22,"LB, LM",Al Nassr,3,Defensive Anchor II,68.0,35.0,48.0,57.0,61.0,62.0
Paulinho,Paulo Rafael Pereira Araújo,Portugal,64,25,ST,Oțelul Galați,5,Target Striker,64.0,64.0,44.0,60.0,25.0,70.0
Dani Díaz,Daniel Díaz Gándara,Spain,63,19,"RM, ST, RW",Real Sociedad de Fútbol B,0,Pacey Dribbler,69.0,57.0,60.0,66.0,26.0,40.0
K. Rowles,Kye Francis Rowles,Australia,71,27,CB,DC United,3,Defensive Anchor II,64.0,24.0,46.0,47.0,72.0,76.0
G. Capuano,Gabin Capuano,France,61,19,ST,US Boulogne Cote d'Opale,5,Target Striker,55.0,63.0,52.0,59.0,29.0,56.0
J. de Haas,Justin de Haas,Netherlands,73,25,CB,Famalicão,3,Defensive Anchor II,62.0,32.0,43.0,43.0,74.0,79.0
M. Alleyne,Max Alleyne,England,64,19,CB,Watford,3,Defensive Anchor II,74.0,27.0,45.0,59.0,63.0,69.0
S. Šaljić,Sanel Šaljić,Austria,60,19,"CAM, CM, RW",FK Austria Wien,0,Pacey Dribbler,71.0,54.0,54.0,68.0,34.0,50.0
H. Goore,Bi Christ Hyllarion Goore,Côte d'Ivoire,62,19,ST,KAA Gent,0,Pacey Dribbler,77.0,59.0,49.0,66.0,22.0,58.0
T. Holmes,Thomas Richard Holmes,England,67,25,CB,Rotherham United,3,Defensive Anchor II,46.0,25.0,55.0,55.0,66.0,73.0
F. Bacher,Felix Bacher,Austria,69,25,CB,GD Estoril Praia,3,Defensive Anchor II,57.0,34.0,43.0,49.0,69.0,79.0
Túlio Nevinha,Túlio Sebastião Carvalhal Neves,Brazil,61,25,CB,Vasco da Gama,3,Defensive Anchor II,61.0,38.0,45.0,38.0,63.0,71.0
M. Brandán,Álvaro Moisés Brandán Calachi,Argentina,62,24,"RB, RM",Atlético Tucumán,1,Defensive Anchor,70.0,32.0,52.0,61.0,60.0,58.0
F. López,Fabricio Gabriel López,Argentina,62,22,"RB, RM",San Lorenzo de Almagro,1,Defensive Anchor,77.0,40.0,52.0,54.0,56.0,54.0
N. El Hannach,Naoufel El Hannachنوفل الحناش,Morocco,61,18,"CB, RB",Montpellier HSC,3,Defensive Anchor II,65.0,32.0,51.0,54.0,62.0,58.0
J. Beltrán,Johan Esteban Beltrán Montano,Colombia,64,25,"CAM, CM",Once Caldas,0,Pacey Dribbler,63.0,58.0,61.0,65.0,34.0,42.0
Leo Afonso,Leonardo Frugis Afonso,Brazil,61,23,"LW, RM, ST, LM",Atlanta United,0,Pacey Dribbler,61.0,63.0,57.0,62.0,27.0,55.0
J. Hugill,Joseph Brennen Hugill,England,61,21,ST,Barnet,5,Target Striker,68.0,61.0,50.0,58.0,23.0,66.0
I. Villalba,Iván Emilio Villalba Chamorro,Paraguay,68,30,CB,Independiente Rivadavia,3,Defensive Anchor II,62.0,35.0,48.0,48.0,67.0,74.0
A. Aiki,Ayman Aiki,France,62,20,"RM, LM, RW",Sporting Club Bastia,0,Pacey Dribbler,70.0,58.0,54.0,67.0,25.0,55.0
J. Holmes,Jack Harry Holmes,England,61,23,"RM, CAM, LM, RW",Rotherham United,0,Pacey Dribbler,77.0,54.0,56.0,61.0,26.0,49.0
Á. Marchese,Ángelo Marchese,Argentina,63,20,"LB, LM",Tigre,1,Defensive Anchor,71.0,29.0,47.0,61.0,60.0,59.0
G. Nauber,Gerrit Nauber,Germany,70,33,CB,Go Ahead Eagles,3,Defensive Anchor II,51.0,35.0,45.0,49.0,70.0,75.0
David Otorbi,David Otorbi Ejededawe,Spain,63,17,"RM, LM, RW",Valencia CF,0,Pacey Dribbler,67.0,54.0,59.0,64.0,31.0,50.0
F. Ghedjemis,Farès Ghedjemis,France,63,22,"RW, RM",Frosinone,0,Pacey Dribbler,67.0,64.0,56.0,64.0,29.0,38.0
C. Nsiala,Clinton Nsiala-Makengo,France,63,21,CB,Rangers FC,3,Defensive Anchor II,62.0,30.0,52.0,56.0,62.0,69.0
E. Beltrán,Emanuel Tomás Beltrán Bardas,Uruguay,64,27,"RB, RM",Instituto Atlético Central Córdoba,1,Defensive Anchor,68.0,35.0,51.0,59.0,59.0,54.0
W. Prins,Wouter Prins,Netherlands,64,21,"LB, LM",FC Groningen,1,Defensive Anchor,74.0,29.0,50.0,61.0,60.0,62.0
F. Dietz,Florian Dietz,Germany,64,26,ST,SSV Jahn Regensburg,5,Target Striker,73.0,62.0,43.0,57.0,25.0,72.0
E. Caicedo,Elián Joshué Caicedo López,Ecuador,62,20,ST,Mushuc Runa,5,Target Striker,66.0,62.0,47.0,60.0,26.0,58.0
Einar Galilea,Einar Galilea Azaceta,Spain,66,31,CB,Málaga CF,3,Defensive Anchor II,53.0,32.0,44.0,47.0,65.0,72.0
Markel Arana,Markel Arana Mateo,Spain,60,23,"RB, CB, RM",SD Eibar,3,Defensive Anchor II,62.0,33.0,52.0,58.0,58.0,64.0
Héliton,Héliton Jorge Tito dos Santos,Brazil,68,29,CB,Göztepe SK,3,Defensive Anchor II,69.0,35.0,43.0,46.0,68.0,76.0
K. Kościerski,Kacper Koscierski,Germany,61,18,"RB, RM",VfL Bochum 1848,1,Defensive Anchor,69.0,36.0,46.0,60.0,59.0,55.0
T. Tati,Tylel Tati,France,67,17,CB,FC Nantes,3,Defensive Anchor II,68.0,34.0,49.0,51.0,67.0,69.0
B. Lagae,Bram Lagae,Belgium,65,21,"CB, LB",KAA Gent,3,Defensive Anchor II,67.0,34.0,48.0,54.0,66.0,66.0
M. Al Qahtani,Mohammed Hamad Al Qahtaniمحمد القحطاني,Saudi Arabia,62,22,"RM, LM, RW",Al Hilal,0,Pacey Dribbler,80.0,50.0,54.0,69.0,31.0,42.0
W. Davies,Will Davies,England,61,26,ST,Fleetwood Town,5,Target Striker,71.0,60.0,43.0,61.0,28.0,63.0
Y. Issoufou,Yanis Ali Issoufou,France,62,18,"RM, CM, RW",Montpellier HSC,0,Pacey Dribbler,65.0,52.0,59.0,65.0,31.0,57.0
Nico González,José Nicolás González Richart,Spain,61,19,"RB, RM",Elche CF,1,Defensive Anchor,73.0,40.0,48.0,59.0,59.0,51.0
Ignasi Miquel,Ignasi Miquel Pons,Spain,68,32,CB,CD Leganés,3,Defensive Anchor II,52.0,35.0,55.0,56.0,68.0,71.0
K. Sibille,Kevin Leonel Sibille,Argentina,62,26,CB,East Bengal FC,3,Defensive Anchor II,57.0,34.0,47.0,60.0,60.0,68.0
N. Quiñónes,Nelson Giovany Quiñónes Iturre,Colombia,62,22,"LM, RM, LW",Houston Dynamo,0,Pacey Dribbler,80.0,53.0,54.0,68.0,38.0,44.0
Choi Kyu Baek,Kyu-baek Choi최규백 崔圭伯,Korea Republic,65,31,"CB, RB",Suwon FC,3,Defensive Anchor II,69.0,28.0,51.0,44.0,64.0,75.0
Bruno Oliveira,Bruno de Oliveira Souza,Brazil,62,29,"CB, LB",Gangwon FC,3,Defensive Anchor II,64.0,35.0,45.0,50.0,60.0,71.0
M. Abbey,Moses Abbey,Ghana,61,22,"CAM, RM, RW, CM",Metaloglobus București,0,Pacey Dribbler,81.0,54.0,57.0,66.0,30.0,50.0
D. Ballard,Dominic Ballard,England,62,20,ST,Leyton Orient,0,Pacey Dribbler,75.0,60.0,48.0,62.0,22.0,53.0
J. Barbieri,Juan Ignacio Barbieri Iribe,Argentina,62,28,ST,Independiente Rivadavia,5,Target Striker,61.0,65.0,42.0,57.0,29.0,63.0
E. Segura,Eddie Livington Segura Martínez,Colombia,68,28,"CB, RB",Los Angeles FC,3,Defensive Anchor II,59.0,30.0,48.0,57.0,68.0,73.0
F. Álvarez,Fernando Antonio Álvarez Amador,Colombia,64,21,CB,CF Montréal,3,Defensive Anchor II,72.0,34.0,46.0,55.0,64.0,68.0
R. Edmondson,Ryan David Edmondson,England,61,24,ST,Central Coast Mariners,5,Target Striker,57.0,61.0,47.0,56.0,32.0,73.0
J. Butler,Justin Butler,Germany,62,24,"ST, LW, RW, LM",FC Energie Cottbus,5,Target Striker,81.0,58.0,51.0,62.0,23.0,67.0
P. Strompf,Philipp Strompf,Germany,69,27,CB,VfL Bochum 1848,3,Defensive Anchor II,67.0,33.0,42.0,43.0,68.0,84.0
T. Kloss,Tim Kloss,Germany,60,21,"CDM, CM, CB",Viktoria Köln,3,Defensive Anchor II,67.0,35.0,52.0,56.0,60.0,65.0
L. Buffon,Louis Buffon,Czechia,60,17,"LM, LW, ST",Pisa,5,Target Striker,68.0,56.0,55.0,58.0,26.0,58.0
M. Dyche,Max Dyche,England,61,22,CB,Northampton Town,3,Defensive Anchor II,69.0,37.0,46.0,50.0,59.0,74.0
F. Noguera,Fabián Ariel Noguera,Argentina,70,32,CB,Newell's Old Boys,3,Defensive Anchor II,36.0,38.0,46.0,49.0,68.0,83.0
M. Bauer,Maximilian Bauer,Germany,71,25,CB,FC Augsburg,3,Defensive Anchor II,53.0,26.0,47.0,52.0,73.0,73.0
Quique Fornos,Enrique Fornos Domínguez,Spain,64,28,"CB, RB",Cultural Leonesa,3,Defensive Anchor II,64.0,30.0,52.0,49.0,64.0,67.0
E. Sarıkaya,Efe Sarıkaya,Türkiye,60,19,CB,Grenoble Foot 38,3,Defensive Anchor II,72.0,32.0,46.0,54.0,57.0,73.0
F. Mallo,Facundo Mallo Blanco,Uruguay,73,30,CB,Rosario Central,3,Defensive Anchor II,60.0,31.0,44.0,48.0,73.0,79.0
M. Nourani,Motez Nouraniمعتز نوراني,Tunisia,60,23,"LM, RM, LW",CD Nacional,0,Pacey Dribbler,69.0,54.0,56.0,64.0,33.0,52.0
P. Erras,Patrick Erras,Germany,69,30,"CB, CDM",Holstein Kiel,3,Defensive Anchor II,33.0,41.0,60.0,47.0,69.0,75.0
D. Frith,Declan Frith,England,62,23,"LM, RM, LW",Peterborough United,0,Pacey Dribbler,74.0,63.0,59.0,64.0,22.0,39.0
T. Aldred,Thomas Michael Aldred,Scotland,66,34,CB,Mohun Bagan Super Giant,3,Defensive Anchor II,32.0,38.0,48.0,51.0,62.0,83.0
C. Wawa,Christ Wawa,Côte d'Ivoire,62,18,"RW, RM",BK Häcken,0,Pacey Dribbler,81.0,56.0,55.0,63.0,24.0,53.0
I. Azizi,Ilyas Azizi,France,61,17,"LW, ST, LM",Toulouse FC,0,Pacey Dribbler,76.0,55.0,53.0,68.0,23.0,44.0
J. Kügel,Julian Kügel,Germany,62,28,ST,FC Ingolstadt 04,5,Target Striker,66.0,58.0,47.0,58.0,31.0,72.0
C. Zambrano,Cristhoper Douglas Zambrano Méndez,Ecuador,60,20,ST,Al Taawoun FC,5,Target Striker,68.0,60.0,48.0,61.0,27.0,59.0
Aitor Uzkudun,Aitor Uzkudun Arruti,Spain,63,24,ST,FC Andorra,5,Target Striker,64.0,64.0,51.0,63.0,23.0,56.0
N. Al Sharari,Nader Abdullah Al Sharariنادر عبدالله الشراري,Saudi Arabia,67,29,"CB, RB, RM",Al Nassr,3,Defensive Anchor II,72.0,25.0,48.0,47.0,66.0,73.0
J. Gerbet,Joran Gerbet,France,60,24,"CDM, CM",Orlando City SC,1,Defensive Anchor,60.0,43.0,53.0,55.0,57.0,58.0
T. Taşçı,Muhammet Tunahan Taşçı,Türkiye,61,23,"RM, RW, LM",Konyaspor,0,Pacey Dribbler,76.0,52.0,54.0,64.0,30.0,49.0
J. Yaro,Joshua Yaro,Ghana,64,31,CB,St. Louis CITY SC,3,Defensive Anchor II,78.0,26.0,46.0,55.0,65.0,67.0
R. Messi,Rayane Messi Tanfouri,France,62,18,"LM, LW",Pau FC,0,Pacey Dribbler,70.0,55.0,54.0,69.0,24.0,50.0
Gabriel Barbosa,Gabriel Barbosa Avelino,Brazil,64,26,ST,Górnik Zabrze,5,Target Striker,60.0,62.0,45.0,57.0,24.0,71.0
F. Tobio,Omar Fernando Tobio,Argentina,70,35,CB,Barracas Central,3,Defensive Anchor II,45.0,30.0,53.0,46.0,69.0,79.0
G. Vallecilla,Exon Gustavo Vallecilla Godoy,Ecuador,68,26,"CB, LB, LM",Barcelona de Guayaquil,3,Defensive Anchor II,67.0,32.0,35.0,60.0,67.0,76.0
E. Waayers,Eus Waayers,Netherlands,61,19,"RB, RM",PSV,3,Defensive Anchor II,67.0,35.0,51.0,56.0,57.0,60.0
N. Fernandez,Nehemiah Fernandez Veliz,France,62,20,"CB, CDM",AS Nancy Lorraine,3,Defensive Anchor II,59.0,36.0,51.0,52.0,61.0,68.0
E. Bulut,Emrecan Bulut,Türkiye,61,22,"LM, LW",Çaykur Rizespor,0,Pacey Dribbler,69.0,55.0,57.0,60.0,32.0,60.0
I. Nekić,Ivan Nekić,Croatia,66,24,CB,Holstein Kiel,3,Defensive Anchor II,65.0,34.0,45.0,45.0,67.0,75.0
Diego Aznar,Diego Aznar Valero,Spain,61,22,ST,SD Huesca,5,Target Striker,54.0,63.0,47.0,59.0,30.0,61.0
Q. Lajami,Qasem Mohammed bin Ali Lajamiقاسم الأوجامي,Saudi Arabia,63,29,CB,Al Qadsiah FC,3,Defensive Anchor II,68.0,26.0,47.0,50.0,63.0,70.0
F. Berglie,Fredrik Tobias Berglie,Norway,65,28,CB,KFUM-Kameratene Oslo,3,Defensive Anchor II,58.0,27.0,49.0,56.0,64.0,69.0
